date,dow,month,title,genre,receipts,zinz,double,composer,author
1789-05-28,Thu,May,Una cosa rara,O,8937,TRUE,FALSE,Martín y Soler,Da Ponte
1789-05-29,Fri,May,Fiesco,T,10311,FALSE,FALSE,,Schiller
1789-05-30,Sat,May,Fra i due litiganti,O,2641,FALSE,FALSE,Sarti,Goldoni
1789-06-01,Mon,Jun,Die Beschämten,L,13623,FALSE,FALSE,,Cibber
1789-06-02,Tue,Jun,Una cosa rara,O,11379,TRUE,FALSE,Martín y Soler,Da Ponte
1789-06-03,Wed,Jun,Die Mündel,S,5153,FALSE,FALSE,,Iffland
1789-06-04,Thu,Jun,I due suppositi conti,O,4982,FALSE,FALSE,Cimarosa,Anelli
1789-06-05,Fri,Jun,Nicht mehr als sechs Schüsseln,G,7134,FALSE,FALSE,,Großmann
1789-06-06,Sat,Jun,Una cosa rara,O,8532,TRUE,FALSE,Martín y Soler,Da Ponte
1789-06-07,Sun,Jun,Hattyù Ilona,L,16685,FALSE,TRUE,,Brockmann
1789-06-08,Mon,Jun,Il turco in Italia,O,4362,FALSE,FALSE,Seydelmann,Mazzolà
1789-06-09,Tue,Jun,Der Adjutant,L,12739,FALSE,TRUE,,Brömel
1789-06-10,Wed,Jun,I due suppositi conti,O,4778,TRUE,FALSE,Cimarosa,Anelli
1789-06-12,Fri,Jun,Die Gunst der Fürsten,T,10017,FALSE,FALSE,,Banks
1789-06-13,Sat,Jun,Le gelosie fortunate,O,8849,FALSE,FALSE,Anfossi,Livigni
1789-06-14,Sun,Jun,Das Räuschgen,L,12800,FALSE,FALSE,,Bretzner
1789-06-15,Mon,Jun,Le gelosie fortunate,O,6485,TRUE,FALSE,Anfossi,Livigni
1789-06-16,Tue,Jun,Das Räuschgen,L,9510,FALSE,FALSE,,Bretzner
1789-06-17,Wed,Jun,Le gelosie fortunate,O,4757,TRUE,FALSE,Anfossi,Livigni
1789-06-18,Thu,Jun,Der Vizekanzler,S,8354,FALSE,FALSE,,Kratter
1789-06-19,Fri,Jun,I due suppositi conti,O,2620,FALSE,FALSE,Cimarosa,Anelli
1789-06-20,Sat,Jun,Die falschen Vertraulichkeiten,L,3908,FALSE,FALSE,,Gotter
1789-06-21,Sun,Jun,Le gelosie fortunate,O,3720,FALSE,FALSE,Anfossi,Livigni
1789-06-22,Mon,Jun,Der Burgermeister,L,5366,FALSE,FALSE,,Brühl
1789-06-23,Tue,Jun,Una cosa rara,O,9646,FALSE,FALSE,Martín y Soler,Da Ponte
1789-06-24,Wed,Jun,Der Schreiner,L,4142,FALSE,TRUE,,Weidmann
1789-06-25,Thu,Jun,Die Lästerschule,L,4990,FALSE,FALSE,,Schröder
1789-06-26,Fri,Jun,Der Landphilosoph,L,3282,FALSE,FALSE,,Weidmann
1789-06-27,Sat,Jun,L'arbore di Diana,O,24655,FALSE,FALSE,Martín y Soler,Da Ponte
1789-06-28,Sun,Jun,Die Redoute,L,16077,FALSE,FALSE,,Richter
1789-06-29,Mon,Jun,L'arbore di Diana,O,28869,FALSE,FALSE,Martín y Soler,Da Ponte
1789-06-30,Tue,Jun,Die Redoute,L,12477,FALSE,FALSE,,Richter
1789-07-01,Wed,Jul,L'arbore di Diana,O,16388,FALSE,FALSE,Martín y Soler,Da Ponte
1789-07-03,Fri,Jul,Il turco in Italia,O,5232,FALSE,FALSE,Seydelmann,Mazzolà
1789-07-05,Sun,Jul,L'arbore di Diana,O,9814,FALSE,FALSE,Martín y Soler,Da Ponte
1789-07-07,Tue,Jul,I due suppositi conti,O,4728,FALSE,FALSE,Cimarosa,Anelli
1789-07-09,Thu,Jul,Il turco in Italia,O,1986,FALSE,FALSE,Seydelmann,Mazzolà
1789-07-11,Sat,Jul,L'arbore di Diana,O,10614,TRUE,FALSE,Martín y Soler,Da Ponte
1789-07-13,Mon,Jul,I due suppositi conti,O,2452,FALSE,FALSE,Cimarosa,Anelli
1789-07-15,Wed,Jul,Il falegname,O,18073,TRUE,FALSE,Cimarosa,Da Ponte
1789-07-17,Fri,Jul,Il falegname,O,5898,TRUE,FALSE,Cimarosa,Da Ponte
1789-07-19,Sun,Jul,Il falegname,O,13417,TRUE,FALSE,Cimarosa,Da Ponte
1789-07-21,Tue,Jul,L'arbore di Diana,O,13721,TRUE,FALSE,Martín y Soler,Da Ponte
1789-07-23,Thu,Jul,Il falegname,O,6712,TRUE,FALSE,Cimarosa,Da Ponte
1789-07-25,Sat,Jul,Il falegname,O,3066,FALSE,FALSE,Cimarosa,Da Ponte
1789-07-27,Mon,Jul,Una cosa rara,O,16124,TRUE,FALSE,Martín y Soler,Da Ponte
1789-07-29,Wed,Jul,Una cosa rara,O,9636,TRUE,FALSE,Martín y Soler,Da Ponte
1789-07-31,Fri,Jul,L'arbore di Diana,O,10678,TRUE,FALSE,Martín y Soler,Da Ponte
1789-08-02,Sun,Aug,Una cosa rara,O,12897,TRUE,FALSE,Martín y Soler,Da Ponte
1789-08-04,Tue,Aug,Il falegname,O,4199,TRUE,FALSE,Cimarosa,Da Ponte
1789-08-06,Thu,Aug,L'arbore di Diana,O,8722,TRUE,FALSE,Martín y Soler,Da Ponte
1789-08-08,Sat,Aug,Il falegname,O,2926,FALSE,FALSE,Cimarosa,Da Ponte
1789-08-10,Mon,Aug,Una cosa rara,O,6071,TRUE,FALSE,Martín y Soler,Da Ponte
1789-08-12,Wed,Aug,L'arbore di Diana,O,8664,TRUE,FALSE,Martín y Soler,Da Ponte
1789-08-16,Sun,Aug,"Narrheit, Liebe und Edelmut",L,18204,FALSE,FALSE,,Richter
1789-08-18,Tue,Aug,"Narrheit, Liebe und Edelmut",L,7490,FALSE,FALSE,,Richter
1789-08-19,Wed,Aug,L'arbore di Diana,O,7513,TRUE,FALSE,Martín y Soler,Da Ponte
1789-08-20,Thu,Aug,Das Räuschgen,L,5339,TRUE,FALSE,,Bretzner
1789-08-21,Fri,Aug,I due suppositi conti,O,3134,TRUE,FALSE,Cimarosa,Anelli
1789-08-22,Sat,Aug,Der Schreiner,L,4711,TRUE,TRUE,,Weidmann
1789-08-23,Sun,Aug,L'arbore di Diana,O,16054,FALSE,FALSE,Martín y Soler,Da Ponte
1789-08-24,Mon,Aug,Marie Stuart,T,14980,TRUE,FALSE,,Spieß
1789-08-25,Tue,Aug,I due suppositi conti,O,5579,TRUE,FALSE,Cimarosa,Anelli
1789-08-26,Wed,Aug,Die unmögliche Sache,L,10066,TRUE,FALSE,,Crowne
1789-08-27,Thu,Aug,L'arbore di Diana,O,9325,TRUE,FALSE,Martín y Soler,Da Ponte
1789-08-28,Fri,Aug,Der Ring,L,11795,TRUE,FALSE,,Farquhar
1789-08-29,Sat,Aug,Le nozze di Figaro,O,22609,TRUE,FALSE,Mozart,Da Ponte
1789-08-30,Sun,Aug,Der Ring (Part 2),L,25039,TRUE,FALSE,,Schröder
1789-08-31,Mon,Aug,Le nozze di Figaro,O,14754,TRUE,FALSE,Mozart,Da Ponte
1789-09-01,Tue,Sep,Der Ring (Part 2),L,28164,TRUE,FALSE,,Schröder
1789-09-02,Wed,Sep,Le nozze di Figaro,O,12728,TRUE,FALSE,Mozart,Da Ponte
1789-09-03,Thu,Sep,Agnes Bernauerinn,T,12718,FALSE,FALSE,,Törring und Cronsfeld
1789-09-04,Fri,Sep,I due suppositi conti,O,2353,FALSE,FALSE,Cimarosa,Anelli
1789-09-05,Sat,Sep,Der Ring (Part 2),L,16197,TRUE,FALSE,,Schröder
1789-09-06,Sun,Sep,I due baroni,O,10177,TRUE,FALSE,Cimarosa,Palomba
1789-09-07,Mon,Sep,Viktorine,L,9469,FALSE,FALSE,,Burney
1789-09-09,Wed,Sep,L'arbore di Diana,O,10461,TRUE,FALSE,Martín y Soler,Da Ponte
1789-09-10,Thu,Sep,Fiesco,T,18309,FALSE,FALSE,,Schiller
1789-09-11,Fri,Sep,Le nozze di Figaro,O,10589,TRUE,FALSE,Mozart,Da Ponte
1789-09-12,Sat,Sep,Die Beschämten,L,6114,FALSE,FALSE,,Cibber
1789-09-13,Sun,Sep,I due baroni,O,5480,FALSE,FALSE,Cimarosa,Palomba
1789-09-14,Mon,Sep,Die falschen Vertraulichkeiten,L,6641,TRUE,FALSE,,Gotter
1789-09-15,Tue,Sep,Una cosa rara,O,27630,TRUE,FALSE,Martín y Soler,Da Ponte
1789-09-16,Wed,Sep,Die Beschämten,L,11583,TRUE,FALSE,,Cibber
1789-09-17,Thu,Sep,Una cosa rara,O,12115,TRUE,FALSE,Martín y Soler,Da Ponte
1789-09-18,Fri,Sep,Der Vizekanzler,S,16575,TRUE,FALSE,,Kratter
1789-09-19,Sat,Sep,Le nozze di Figaro,O,13329,TRUE,FALSE,Mozart,Da Ponte
1789-09-20,Sun,Sep,Das Liebhaber-Duell,L,27328,FALSE,TRUE,,Garrick
1789-09-21,Mon,Sep,Il falegname,O,5484,TRUE,FALSE,Cimarosa,Da Ponte
1789-09-22,Tue,Sep,Das Liebhaber-Duell,L,10326,FALSE,TRUE,,Garrick
1789-09-23,Wed,Sep,"Axur, re d'Ormus",O,27540,TRUE,FALSE,Salieri,Da Ponte
1789-09-24,Thu,Sep,Irrthum auf allen Ecken,L,7791,FALSE,FALSE,,Goldsmith
1789-09-25,Fri,Sep,"Axur, re d'Ormus",O,12964,TRUE,FALSE,Salieri,Da Ponte
1789-09-26,Sat,Sep,Der Sonderling,L,8188,TRUE,FALSE,,Weidmann
1789-09-27,Sun,Sep,"Axur, re d'Ormus",O,16587,TRUE,FALSE,Salieri,Da Ponte
1789-09-28,Mon,Sep,Der Revers,L,6632,TRUE,FALSE,,Jünger
1789-09-29,Tue,Sep,L'arbore di Diana,O,7197,TRUE,FALSE,Martín y Soler,Da Ponte
1789-09-30,Wed,Sep,Erwine von Steinheim,T,11630,FALSE,FALSE,,Blumauer
1789-10-01,Thu,Oct,Il falegname,O,4042,FALSE,FALSE,Cimarosa,Da Ponte
1789-10-02,Fri,Oct,Der Ring,L,13436,FALSE,FALSE,,Farquhar
1789-10-03,Sat,Oct,Le nozze di Figaro,O,14116,FALSE,FALSE,Mozart,Da Ponte
1789-10-04,Sun,Oct,Der Ring (Part 2),L,33541,FALSE,FALSE,,Schröder
1789-10-05,Mon,Oct,Una cosa rara,O,9436,TRUE,FALSE,Martín y Soler,Da Ponte
1789-10-06,Tue,Oct,Das Portrait der Mutter,L,27710,TRUE,FALSE,,Schröder
1789-10-07,Wed,Oct,"Axur, re d'Ormus",O,11621,TRUE,FALSE,Salieri,Da Ponte
1789-10-08,Thu,Oct,Das Portrait der Mutter,L,17991,FALSE,FALSE,,Schröder
1789-10-09,Fri,Oct,Le nozze di Figaro,O,10932,TRUE,FALSE,Mozart,Da Ponte
1789-10-10,Sat,Oct,Hamlet,T,12488,FALSE,FALSE,,Schröder
1789-10-11,Sun,Oct,I due suppositi conti,O,8192,TRUE,FALSE,Cimarosa,Anelli
1789-10-12,Mon,Oct,Grafen Guiscardi,T,24544,TRUE,FALSE,,Ehrenberg
1789-10-13,Tue,Oct,"Axur, re d'Ormus",O,10385,TRUE,FALSE,Salieri,Da Ponte
1789-10-16,Fri,Oct,I due suppositi conti,O,4817,TRUE,FALSE,Cimarosa,Anelli
1789-10-17,Sat,Oct,Die Mündel,S,14761,TRUE,FALSE,,Iffland
1789-10-18,Sun,Oct,Il pastor fido,O,22722,TRUE,FALSE,Salieri,Da Ponte
1789-10-19,Mon,Oct,Das Testament,L,26458,TRUE,FALSE,,Schröder
1789-10-20,Tue,Oct,Il falegname,O,5690,TRUE,FALSE,Cimarosa,Da Ponte
1789-10-21,Wed,Oct,Der Ring (Part 2),L,19613,TRUE,FALSE,,Schröder
1789-10-22,Thu,Oct,Il falegname,O,4989,TRUE,FALSE,Cimarosa,Da Ponte
1789-10-23,Fri,Oct,Das Testament,L,10883,TRUE,FALSE,,Schröder
1789-10-24,Sat,Oct,Le nozze di Figaro,O,12593,FALSE,FALSE,Mozart,Da Ponte
1789-10-25,Sun,Oct,Irrthum auf allen Ecken,L,18703,TRUE,FALSE,,Goldsmith
1789-10-26,Mon,Oct,Il pastor fido,O,7528,TRUE,FALSE,Salieri,Da Ponte
1789-10-27,Tue,Oct,Die heimliche Heyrath,L,9076,TRUE,FALSE,,Colman
1789-10-28,Wed,Oct,"Axur, re d'Ormus",O,11638,TRUE,FALSE,Salieri,Da Ponte
1789-10-29,Thu,Oct,Die Holländer,L,11377,TRUE,FALSE,,Bock
1789-10-30,Fri,Oct,L'arbore di Diana,O,14090,TRUE,FALSE,Martín y Soler,Da Ponte
1789-10-31,Sat,Oct,Der Jurist und der Bauer,L,13689,TRUE,TRUE,,Rautenstrauch
1789-11-01,Sun,Nov,Il pastor fido,O,12363,TRUE,FALSE,Salieri,Da Ponte
1789-11-02,Mon,Nov,Bayard,S,19185,TRUE,FALSE,,Werthes
1789-11-03,Tue,Nov,Una cosa rara,O,12974,TRUE,FALSE,Martín y Soler,Da Ponte
1789-11-04,Wed,Nov,Der Ring (Part 2),L,19393,TRUE,FALSE,,Schröder
1789-11-05,Thu,Nov,Le nozze di Figaro,O,13229,TRUE,FALSE,Mozart,Da Ponte
1789-11-06,Fri,Nov,Das Räuschgen,L,13392,TRUE,FALSE,,Bretzner
1789-11-07,Sat,Nov,"Axur, re d'Ormus",O,10410,FALSE,FALSE,Salieri,Da Ponte
1789-11-08,Sun,Nov,Das Portrait der Mutter,L,28812,TRUE,FALSE,,Schröder
1789-11-09,Mon,Nov,Il burbero di buon cuore,O,15333,TRUE,FALSE,Martín y Soler,Da Ponte
1789-11-10,Tue,Nov,Die Beschämten,L,10855,TRUE,FALSE,,Cibber
1789-11-11,Wed,Nov,Il burbero di buon cuore,O,7781,TRUE,FALSE,Martín y Soler,Da Ponte
1789-11-12,Thu,Nov,Der Burgermeister,L,11005,FALSE,FALSE,,Brühl
1789-11-13,Fri,Nov,Le nozze di Figaro,O,13013,FALSE,FALSE,Mozart,Da Ponte
1789-11-14,Sat,Nov,Menschenhaß und Reue,S,27996,FALSE,FALSE,,Kotzebue
1789-11-15,Sun,Nov,Il burbero di buon cuore,O,13691,FALSE,FALSE,Martín y Soler,Da Ponte
1789-11-16,Mon,Nov,Menschenhaß und Reue,S,37378,TRUE,FALSE,,Kotzebue
1789-11-17,Tue,Nov,"Axur, re d'Ormus",O,11426,TRUE,FALSE,Salieri,Da Ponte
1789-11-18,Wed,Nov,Agnes Bernauerinn,T,23404,TRUE,FALSE,,Törring und Cronsfeld
1789-11-19,Thu,Nov,L'arbore di Diana,O,16039,TRUE,FALSE,Martín y Soler,Da Ponte
1789-11-20,Fri,Nov,Menschenhaß und Reue,S,36682,TRUE,FALSE,,Kotzebue
1789-11-21,Sat,Nov,Il falegname,O,4764,FALSE,FALSE,Cimarosa,Da Ponte
1789-11-22,Sun,Nov,Menschenhaß und Reue,S,35065,FALSE,FALSE,,Kotzebue
1789-11-23,Mon,Nov,Una cosa rara,O,11713,TRUE,FALSE,Martín y Soler,Da Ponte
1789-11-24,Tue,Nov,Die unmögliche Sache,L,8952,TRUE,FALSE,,Crowne
1789-11-25,Wed,Nov,"Axur, re d'Ormus",O,8828,TRUE,FALSE,Salieri,Da Ponte
1789-11-26,Thu,Nov,Imogen,S,12778,TRUE,FALSE,,Meyer
1789-11-27,Fri,Nov,Le nozze di Figaro,O,9503,TRUE,FALSE,Mozart,Da Ponte
1789-11-30,Mon,Nov,Menschenhaß und Reue,S,40072,TRUE,FALSE,,Kotzebue
1789-12-01,Tue,Dec,Il burbero di buon cuore,O,6173,TRUE,FALSE,Martín y Soler,Da Ponte
1789-12-02,Wed,Dec,Der Vizekanzler,S,14235,TRUE,FALSE,,Kratter
1789-12-03,Thu,Dec,I due suppositi conti,O,4053,FALSE,FALSE,Cimarosa,Anelli
1789-12-04,Fri,Dec,Der Wittwer,L,14377,TRUE,TRUE,,Carmontelle
1789-12-05,Sat,Dec,Die Lästerschule,L,6771,TRUE,FALSE,,Schröder
1789-12-06,Sun,Dec,Das Portrait der Mutter,L,21758,TRUE,FALSE,,Schröder
1789-12-07,Mon,Dec,"Axur, re d'Ormus",O,8570,TRUE,FALSE,Salieri,Da Ponte
1789-12-08,Tue,Dec,Menschenhaß und Reue,S,34938,TRUE,FALSE,,Kotzebue
1789-12-09,Wed,Dec,Il falegname,O,2768,FALSE,FALSE,Cimarosa,Da Ponte
1789-12-10,Thu,Dec,Die Jäger,G,12558,TRUE,FALSE,,Iffland
1789-12-11,Fri,Dec,La cifra,O,29121,TRUE,FALSE,Salieri,Da Ponte
1789-12-12,Sat,Dec,Das öffentliche Geheimniß,L,10721,TRUE,FALSE,,Gotter
1789-12-13,Sun,Dec,La cifra,O,27818,TRUE,FALSE,Salieri,Da Ponte
1789-12-14,Mon,Dec,Menschenhaß und Reue,S,31281,TRUE,FALSE,,Kotzebue
1789-12-15,Tue,Dec,La cifra,O,16695,TRUE,FALSE,Salieri,Da Ponte
1789-12-16,Wed,Dec,Das Kleid aus Lyon,L,8889,FALSE,FALSE,,Jünger
1789-12-17,Thu,Dec,I due suppositi conti,O,7397,TRUE,FALSE,Cimarosa,Anelli
1789-12-18,Fri,Dec,Menschenhaß und Reue,S,24996,FALSE,FALSE,,Kotzebue
1789-12-19,Sat,Dec,Il falegname,O,3188,FALSE,FALSE,Cimarosa,Da Ponte
1789-12-20,Sun,Dec,Der Kobold,L,22286,TRUE,FALSE,,Collé
1789-12-21,Mon,Dec,La cifra,O,16943,TRUE,FALSE,Salieri,Da Ponte
1789-12-26,Sat,Dec,Drey Zwillingschwestern,L,31953,TRUE,FALSE,,Weidmann
1789-12-27,Sun,Dec,La cifra,O,21934,TRUE,FALSE,Salieri,Da Ponte
1789-12-28,Mon,Dec,Alles aus Eigennutz,S,25979,TRUE,FALSE,,Burgoyne
1789-12-29,Tue,Dec,"Axur, re d'Ormus",O,10205,TRUE,FALSE,Salieri,Da Ponte
1789-12-30,Wed,Dec,Alles aus Eigennutz,S,10421,FALSE,FALSE,,Burgoyne
1789-12-31,Thu,Dec,La cifra,O,9914,FALSE,FALSE,Salieri,Da Ponte
1790-01-01,Fri,Jan,Der Sonderling,L,25930,FALSE,FALSE,,Weidmann
1790-01-02,Sat,Jan,Una cosa rara,O,13690,TRUE,FALSE,Martín y Soler,Da Ponte
1790-01-03,Sun,Jan,Menschenhaß und Reue,S,34322,FALSE,FALSE,,Kotzebue
1790-01-04,Mon,Jan,Alles aus Eigennutz,S,7021,FALSE,FALSE,,Burgoyne
1790-01-05,Tue,Jan,Der Wechsel,L,16885,TRUE,FALSE,,Jünger
1790-01-06,Wed,Jan,Il falegname,O,6624,FALSE,FALSE,Cimarosa,Da Ponte
1790-01-07,Thu,Jan,Agnes Bernauerinn,T,35181,TRUE,FALSE,,Törring und Cronsfeld
1790-01-08,Fri,Jan,Le nozze di Figaro,O,12281,FALSE,FALSE,Mozart,Da Ponte
1790-01-09,Sat,Jan,Menschenhaß und Reue,S,22681,TRUE,FALSE,,Kotzebue
1790-01-10,Sun,Jan,L'arbore di Diana,O,18537,FALSE,FALSE,Martín y Soler,Da Ponte
1790-01-11,Mon,Jan,Das Portrait der Mutter,L,11762,FALSE,FALSE,,Schröder
1790-01-12,Tue,Jan,Il burbero di buon cuore,O,8534,FALSE,FALSE,Martín y Soler,Da Ponte
1790-01-13,Wed,Jan,Othello,T,20210,FALSE,FALSE,,Brockmann
1790-01-14,Thu,Jan,Il falegname,O,2872,FALSE,FALSE,Cimarosa,Da Ponte
1790-01-15,Fri,Jan,Der Burgermeister,L,9771,FALSE,FALSE,,Brühl
1790-01-16,Sat,Jan,Una cosa rara,O,12100,FALSE,FALSE,Martín y Soler,Da Ponte
1790-01-17,Sun,Jan,Irrthum auf allen Ecken,L,11716,FALSE,FALSE,,Goldsmith
1790-01-18,Mon,Jan,Menschenhaß und Reue,S,18141,FALSE,FALSE,,Kotzebue
1790-01-19,Tue,Jan,Der Eilfertige,L,10632,TRUE,TRUE,,Schletter
1790-01-20,Wed,Jan,Il burbero di buon cuore,O,5931,FALSE,FALSE,Martín y Soler,Da Ponte
1790-01-21,Thu,Jan,Der Schreiner,L,13848,TRUE,TRUE,,Weidmann
1790-01-22,Fri,Jan,La cifra,O,12665,TRUE,FALSE,Salieri,Da Ponte
1790-01-23,Sat,Jan,Der Sohn aus Indien,L,21679,TRUE,FALSE,,Sannens
1790-01-24,Sun,Jan,Una cosa rara,O,11566,FALSE,FALSE,Martín y Soler,Da Ponte
1790-01-25,Mon,Jan,Der Sohn aus Indien,L,5422,FALSE,FALSE,,Sannens
1790-01-26,Tue,Jan,Così fan tutte,O,33199,TRUE,FALSE,Mozart,Da Ponte
1790-01-27,Wed,Jan,Hamlet,T,16166,TRUE,FALSE,,Schröder
1790-01-28,Thu,Jan,Così fan tutte,O,18311,TRUE,FALSE,Mozart,Da Ponte
1790-01-29,Fri,Jan,Menschenhaß und Reue,S,26790,TRUE,FALSE,,Kotzebue
1790-01-30,Sat,Jan,Così fan tutte,O,13425,TRUE,FALSE,Mozart,Da Ponte
1790-01-31,Sun,Jan,Der Landphilosoph,L,15136,FALSE,TRUE,,Weidmann
1790-02-01,Mon,Feb,Le nozze di Figaro,O,10881,TRUE,FALSE,Mozart,Da Ponte
1790-02-02,Tue,Feb,Der Vizekanzler,S,21784,FALSE,FALSE,,Kratter
1790-02-03,Wed,Feb,Una cosa rara,O,7350,TRUE,FALSE,Martín y Soler,Da Ponte
1790-02-04,Thu,Feb,Das Testament,L,9408,TRUE,FALSE,,Schröder
1790-02-05,Fri,Feb,La cifra,O,15219,FALSE,FALSE,Salieri,Da Ponte
1790-02-06,Sat,Feb,Der Hausvater,S,14990,TRUE,FALSE,,Diderot
1790-02-07,Sun,Feb,Così fan tutte,O,20586,TRUE,FALSE,Mozart,Da Ponte
1790-02-08,Mon,Feb,Emilia Galotti,T,20831,FALSE,FALSE,,Lessing
1790-02-09,Tue,Feb,Una cosa rara,O,11543,FALSE,FALSE,Martín y Soler,Da Ponte
1790-02-10,Wed,Feb,Olivie,T,11352,FALSE,FALSE,,Brandes
1790-02-11,Thu,Feb,Così fan tutte,O,14043,TRUE,FALSE,Mozart,Da Ponte
1790-04-12,Mon,Apr,Die Indianer in England,L,31858,FALSE,FALSE,,Kotzebue
1790-04-13,Tue,Apr,Nina,O,32162,TRUE,FALSE,Paisiello,Da Ponte
1790-04-14,Wed,Apr,Die Indianer in England,L,16470,TRUE,FALSE,,Kotzebue
1790-04-15,Thu,Apr,Nina,O,10244,TRUE,FALSE,Paisiello,Da Ponte
1790-04-16,Fri,Apr,Der Ring (Part 2),L,13710,TRUE,FALSE,,Schröder
1790-04-17,Sat,Apr,L'arbore di Diana,O,18701,TRUE,FALSE,Martín y Soler,Da Ponte
1790-04-18,Sun,Apr,Die Indianer in England,L,26038,TRUE,FALSE,,Kotzebue
1790-04-19,Mon,Apr,Il re Teodoro in Venezia,O,36191,TRUE,FALSE,Paisiello,Casti
1790-04-20,Tue,Apr,Der Dorfbarbier,L,12411,FALSE,TRUE,,Weidmann
1790-04-21,Wed,Apr,Il re Teodoro in Venezia,O,18716,TRUE,FALSE,Paisiello,Casti
1790-04-22,Thu,Apr,Menschenhaß und Reue,S,19815,TRUE,FALSE,,Kotzebue
1790-04-23,Fri,Apr,Nina,O,4531,FALSE,FALSE,Paisiello,Da Ponte
1790-04-24,Sat,Apr,Die Strelitzen,S,20009,TRUE,FALSE,,Babo
1790-04-25,Sun,Apr,L'arbore di Diana,O,17040,FALSE,FALSE,Martín y Soler,Da Ponte
1790-04-26,Mon,Apr,Die Strelitzen,S,27145,TRUE,FALSE,,Babo
1790-04-27,Tue,Apr,La cifra,O,8445,TRUE,FALSE,Salieri,Da Ponte
1790-04-28,Wed,Apr,Geschwind eh es jemand erfährt,L,6362,FALSE,FALSE,,Bock
1790-04-29,Thu,Apr,Il re Teodoro in Venezia,O,14601,TRUE,FALSE,Paisiello,Casti
1790-04-30,Fri,Apr,Die Strelitzen,S,23554,TRUE,FALSE,,Babo
1790-05-01,Sat,May,Le nozze di Figaro,O,9443,TRUE,FALSE,Mozart,Da Ponte
1790-05-02,Sun,May,Die Indianer in England,L,16360,TRUE,FALSE,,Kotzebue
1790-05-03,Mon,May,L'arbore di Diana,O,8151,TRUE,FALSE,Martín y Soler,Da Ponte
1790-05-04,Tue,May,Der Vizekanzler,S,10043,FALSE,FALSE,,Kratter
1790-05-05,Wed,May,Il re Teodoro in Venezia,O,12173,TRUE,FALSE,Paisiello,Casti
1790-05-06,Thu,May,Agnes Bernauerinn,T,16470,FALSE,FALSE,,Törring und Cronsfeld
1790-05-07,Fri,May,Le nozze di Figaro,O,8521,TRUE,FALSE,Mozart,Da Ponte
1790-05-08,Sat,May,Der Hausvater,S,8289,FALSE,FALSE,,Diderot
1790-05-09,Sun,May,Le nozze di Figaro,O,12691,FALSE,FALSE,Mozart,Da Ponte
1790-05-10,Mon,May,Die Entführung,L,18247,TRUE,FALSE,,Jünger
1790-05-11,Tue,May,La cifra,O,7335,TRUE,FALSE,Salieri,Da Ponte
1790-05-12,Wed,May,Die Entführung,L,14918,TRUE,FALSE,,Jünger
1790-05-13,Thu,May,Il re Teodoro in Venezia,O,13289,FALSE,FALSE,Paisiello,Casti
1790-05-14,Fri,May,Die Strelitzen,S,25664,TRUE,FALSE,,Babo
1790-05-15,Sat,May,L'arbore di Diana,O,7481,TRUE,FALSE,Martín y Soler,Da Ponte
1790-05-16,Sun,May,Die Entführung,L,11878,FALSE,FALSE,,Jünger
1790-05-17,Mon,May,La cifra,O,6662,FALSE,FALSE,Salieri,Da Ponte
1790-05-18,Tue,May,Marie Stuart,T,3643,FALSE,FALSE,,Spieß
1790-05-19,Wed,May,Le nozze di Figaro,O,4129,FALSE,FALSE,Mozart,Da Ponte
1790-05-20,Thu,May,Menschenhaß und Reue,S,12364,FALSE,FALSE,,Kotzebue
1790-05-21,Fri,May,Il re Teodoro in Venezia,O,9026,FALSE,FALSE,Paisiello,Casti
1790-05-22,Sat,May,Die Entführung,L,7623,FALSE,FALSE,,Jünger
1790-05-24,Mon,May,La pastorella nobile,O,21373,TRUE,FALSE,Guglielmi,Zini
1790-05-25,Tue,May,Die Jäger,G,6949,FALSE,FALSE,,Iffland
1790-05-26,Wed,May,La pastorella nobile,O,21941,TRUE,FALSE,Guglielmi,Zini
1790-05-27,Thu,May,Die Strelitzen,S,14422,FALSE,FALSE,,Babo
1790-05-28,Fri,May,La pastorella nobile,O,18945,FALSE,FALSE,Guglielmi,Zini
1790-05-29,Sat,May,Die Holländer,L,5681,FALSE,FALSE,,Bock
1790-05-30,Sun,May,Le nozze di Figaro,O,4236,FALSE,FALSE,Mozart,Da Ponte
1790-05-31,Mon,May,Die Indianer in England,L,8291,FALSE,FALSE,,Kotzebue
1790-06-01,Tue,Jun,Il re Teodoro in Venezia,O,7597,TRUE,FALSE,Paisiello,Casti
1790-06-02,Wed,Jun,Viktorine,L,4316,TRUE,FALSE,,Burney
1790-06-04,Fri,Jun,L'arbore di Diana,O,10934,FALSE,FALSE,Martín y Soler,Da Ponte
1790-06-05,Sat,Jun,Menschenhaß und Reue,S,11075,FALSE,FALSE,,Kotzebue
1790-06-06,Sun,Jun,Così fan tutte,O,7989,TRUE,FALSE,Mozart,Da Ponte
1790-06-07,Mon,Jun,Die Strelitzen,S,15165,TRUE,FALSE,,Babo
1790-06-08,Tue,Jun,La cifra,O,5569,TRUE,FALSE,Salieri,Da Ponte
1790-06-09,Wed,Jun,Virginia,T,17630,TRUE,FALSE,,Ayrenhoff
1790-06-10,Thu,Jun,La pastorella nobile,O,18410,TRUE,FALSE,Guglielmi,Zini
1790-06-11,Fri,Jun,Der Burgermeister,L,5704,FALSE,FALSE,,Brühl
